row col alpha observed common alphas.se$se
1 A.calendula A.calendula 0.466548186177483 TRUE TRUE 0.00716980368083654
2 H.glabra A.calendula 0.497697233619972 TRUE TRUE 0.0148692886963169
3 H.glutinosum A.calendula -43.32114203792 FALSE TRUE 18.6810913096966
4 M.minima A.calendula 34.1845152389461 FALSE TRUE 20.6030337840161
5 P.airoides A.calendula -17.5485330327487 FALSE TRUE 1.55408902845952
6 P.canescens A.calendula 23.6779732162399 TRUE TRUE 0.667228356679123
7 T.cyanopetala A.calendula -54.2250862927066 FALSE TRUE 2.98581672877345
8 V.rosea A.calendula -8.981237933732 FALSE TRUE 1.12245843925664
9 A.calendula H.glabra -0.000998311998165233 FALSE FALSE 0.00223639988328117
10 H.glabra H.glabra -0.00121592056762611 FALSE FALSE 0.00253036392574668
11 H.glutinosum H.glabra -0.734397054142361 FALSE FALSE 0.899075258959468
12 M.minima H.glabra 0.185146453692484 FALSE FALSE 0.866567138271215
13 P.airoides H.glabra -0.0153463989362315 FALSE FALSE 0.114899270173116
14 P.canescens H.glabra -0.0574085696813887 FALSE FALSE 0.120589589569566
15 T.cyanopetala H.glabra 0.143913675321394 FALSE FALSE 0.304165244425264
16 V.rosea H.glabra -0.0144286401061618 FALSE FALSE 0.0692685071027057
17 A.calendula H.glutinosum -0.00346063690275498 TRUE TRUE 0.000516813394799073
18 H.glabra H.glutinosum -0.000290470335956325 TRUE TRUE 0.000482337753775841
19 H.glutinosum H.glutinosum 0.195579636489455 TRUE TRUE 0.0164725451603983
20 M.minima H.glutinosum 0.0314954380537518 TRUE TRUE 0.0204454375233235
21 P.airoides H.glutinosum 0.0411386851750193 TRUE TRUE 0.00209266635020103
22 P.canescens H.glutinosum -0.0524650963657936 TRUE TRUE 0.00190388045026488
23 T.cyanopetala H.glutinosum 0.105494491622687 TRUE TRUE 0.00595975809855534
24 V.rosea H.glutinosum 0.0224881249281139 TRUE TRUE 0.000783357063674703
25 A.calendula M.minima 0.0270565613724491 TRUE TRUE 0.00312030023830946
26 H.glabra M.minima 0.011791921711485 FALSE TRUE 0.00208443304122793
27 H.glutinosum M.minima -1.08982720322438 FALSE TRUE 0.143200121990623
28 M.minima M.minima 1.41254798687204 TRUE TRUE 0.0483130973468016
29 P.airoides M.minima -0.674468638170998 FALSE TRUE 0.0361284018136003
30 P.canescens M.minima 0.617503830988834 FALSE TRUE 0.0494063106165068
31 T.cyanopetala M.minima -1.60007022961763 FALSE TRUE 0.0803542524731821
32 V.rosea M.minima -0.282076523483036 FALSE TRUE 0.0179892587069606
33 A.calendula P.airoides -0.0136561927368476 TRUE TRUE 0.00159883545576652
34 H.glabra P.airoides -0.000224512568281457 TRUE TRUE 0.000821088799197083
35 H.glutinosum P.airoides 0.477075311858981 TRUE TRUE 0.0179372220368895
36 M.minima P.airoides -0.11555030838134 TRUE TRUE 0.044641841073868
37 P.airoides P.airoides 0.149566752578889 TRUE TRUE 0.00156249397063587
38 P.canescens P.airoides -0.14634564079072 TRUE TRUE 0.00558810423800004
39 T.cyanopetala P.airoides 0.353279310238701 TRUE TRUE 0.0121677388018176
40 V.rosea P.airoides 0.0653118473541458 TRUE TRUE 0.00217335858330721
41 A.calendula P.canescens 0.0330566540616497 FALSE TRUE 0.00598934971234276
42 H.glabra P.canescens -0.00320348604726967 TRUE TRUE 0.000832195861150667
43 H.glutinosum P.canescens -0.104697768860352 TRUE TRUE 0.0411821648148961
44 M.minima P.canescens 0.181375942935062 TRUE TRUE 0.0317311416563485
45 P.airoides P.canescens -0.0253339085800307 TRUE TRUE 0.0119653189823363
46 P.canescens P.canescens -0.019189316262225 FALSE TRUE 0.00717667581179347
47 T.cyanopetala P.canescens 0.0997173520253188 TRUE TRUE 0.0134742659217681
48 V.rosea P.canescens 0.0100055827146239 FALSE TRUE 0.00269732816972796
49 A.calendula T.cyanopetala -0.0353617348936237 TRUE TRUE 0.0047698420567013
50 H.glabra T.cyanopetala -0.0016043672340468 TRUE TRUE 0.00285315199009339
51 H.glutinosum T.cyanopetala 0.854339519235385 TRUE TRUE 0.0674561127242566
52 M.minima T.cyanopetala -0.754331255364618 TRUE TRUE 0.00993980713308065
53 P.airoides T.cyanopetala 0.448202187067121 FALSE TRUE 0.0193011502934
54 P.canescens T.cyanopetala -0.374632674163525 FALSE TRUE 0.0301725481976115
55 T.cyanopetala T.cyanopetala 1.01718799641365 TRUE TRUE 0.037771373279834
56 V.rosea T.cyanopetala 0.175636113613964 FALSE TRUE 0.00979944453181854
57 A.calendula V.rosea 0.00291715996492807 FALSE FALSE 0.00173270451427239
58 H.glabra V.rosea 0.000480518064669921 FALSE FALSE 0.000344604310020988
59 H.glutinosum V.rosea -0.117663572715102 FALSE FALSE 0.0268661995649595
60 M.minima V.rosea 0.0460037503314761 FALSE FALSE 0.0160094350246786
61 P.airoides V.rosea -0.051305336722804 FALSE FALSE 0.00377235382790795
62 P.canescens V.rosea 0.0508352145099894 FALSE FALSE 0.00379496564980889
63 T.cyanopetala V.rosea -0.137294801400856 TRUE FALSE 0.00521422086503999
64 V.rosea V.rosea -0.0222803203438946 TRUE FALSE 0.00171256845118917
65 A.calendula Other -0.00733118268841247 FALSE TRUE 0.00108693236768339
66 H.glabra Other 0.000276182416306368 FALSE TRUE 0.000288829659020657
67 H.glutinosum Other 0.11821114930568 TRUE TRUE 0.00438831179353927
68 M.minima Other -0.0783504648160746 FALSE TRUE 0.0027937679774116
69 P.airoides Other 0.0487877787291445 FALSE TRUE 0.00165052198137453
70 P.canescens Other -0.0373283113399263 FALSE TRUE 0.00242321347720301
71 T.cyanopetala Other 0.0954827807857785 FALSE TRUE 0.00362417870527979
72 V.rosea Other 0.0173705424788496 FALSE TRUE 0.000789379145517546
