"","biomass","target","sp.1","sp.2","sp.3","sp.4","sp.5","sp.6","sp.7"
"1",1.34821161955537,"1",1,0,0,0,0,0,0
"2",0.468082156961909,"1",5,0,0,0,0,0,0
"3",0.26027840285672,"1",10,0,0,0,0,0,0
"4",0.112836618641417,"1",25,0,0,0,0,0,0
"5",0.0578486242804284,"1",50,0,0,0,0,0,0
"6",0.0380096934991284,"1",75,0,0,0,0,0,0
"7",0.028451480311502,"1",100,0,0,0,0,0,0
"8",0.0164668166521868,"1",175,0,0,0,0,0,0
"9",0.0116936566616787,"1",250,0,0,0,0,0,0
"10",2.44911035586368,"1",0,1,0,0,0,0,0
"11",2.25043427462785,"1",0,5,0,0,0,0,0
"12",2.04941889834261,"1",0,10,0,0,0,0,0
"13",1.65928243185369,"1",0,25,0,0,0,0,0
"14",1.24853794142811,"1",0,50,0,0,0,0,0
"15",1.00027745853224,"1",0,75,0,0,0,0,0
"16",0.832108666027148,"1",0,100,0,0,0,0,0
"17",0.555592823837869,"1",0,175,0,0,0,0,0
"18",0.417850137448659,"1",0,250,0,0,0,0,0
"19",1.32213842892298,"1",0,0,1,0,0,0,0
"20",0.455555483351026,"1",0,0,5,0,0,0,0
"21",0.251641010908083,"1",0,0,10,0,0,0,0
"22",0.109026242007457,"1",0,0,25,0,0,0,0
"23",0.0554021047464184,"1",0,0,50,0,0,0,0
"24",0.0368720720020566,"1",0,0,75,0,0,0,0
"25",0.0280129439091114,"1",0,0,100,0,0,0,0
"26",0.0161159075180016,"1",0,0,175,0,0,0,0
"27",0.0113236707023196,"1",0,0,250,0,0,0,0
"28",1.8724973792394,"1",0,0,0,1,0,0,0
"29",0.951822562832769,"1",0,0,0,5,0,0,0
"30",0.5693403308941,"1",0,0,0,10,0,0,0
"31",0.262759539544227,"1",0,0,0,25,0,0,0
"32",0.140521280482805,"1",0,0,0,50,0,0,0
"33",0.0960002557447163,"1",0,0,0,75,0,0,0
"34",0.0731150629292779,"1",0,0,0,100,0,0,0
"35",0.0420252560187266,"1",0,0,0,175,0,0,0
"36",0.0296786232135735,"1",0,0,0,250,0,0,0
"37",2.38719698058427,"1",0,0,0,0,1,0,0
"38",1.99859443829644,"1",0,0,0,0,5,0,0
"39",1.71020019723003,"1",0,0,0,0,10,0,0
"40",1.1341117266537,"1",0,0,0,0,25,0,0
"41",0.756440229138921,"1",0,0,0,0,50,0,0
"42",0.54958367133331,"1",0,0,0,0,75,0,0
"43",0.4441946404506,"1",0,0,0,0,100,0,0
"44",0.270560407360188,"1",0,0,0,0,175,0,0
"45",0.199319898678035,"1",0,0,0,0,250,0,0
"46",1.23866489354978,"1",0,0,0,0,0,1,0
"47",0.423254878681981,"1",0,0,0,0,0,5,0
"48",0.233731829024286,"1",0,0,0,0,0,10,0
"49",0.0993704909745198,"1",0,0,0,0,0,25,0
"50",0.0503976265022965,"1",0,0,0,0,0,50,0
"51",0.0338656206087768,"1",0,0,0,0,0,75,0
"52",0.0253119693098366,"1",0,0,0,0,0,100,0
"53",0.0146300647674263,"1",0,0,0,0,0,175,0
"54",0.0103303889866071,"1",0,0,0,0,0,250,0
"55",2.04893579404026,"1",0,0,0,0,0,0,1
"56",1.20115634574009,"1",0,0,0,0,0,0,5
"57",0.792223661846658,"1",0,0,0,0,0,0,10
"58",0.387792808054904,"1",0,0,0,0,0,0,25
"59",0.21044260733647,"1",0,0,0,0,0,0,50
"60",0.145088936153923,"1",0,0,0,0,0,0,75
"61",0.109441496638813,"1",0,0,0,0,0,0,100
"62",0.0643987296556877,"1",0,0,0,0,0,0,175
"63",0.0458412831959255,"1",0,0,0,0,0,0,250
"64",6.40946013648163,"2",1,0,0,0,0,0,0
"65",3.52551476441924,"2",5,0,0,0,0,0,0
"66",2.2811318455141,"2",10,0,0,0,0,0,0
"67",1.09714727474167,"2",25,0,0,0,0,0,0
"68",0.587494069753779,"2",50,0,0,0,0,0,0
"69",0.399491530029503,"2",75,0,0,0,0,0,0
"70",0.306023040974032,"2",100,0,0,0,0,0,0
"71",0.178955859352178,"2",175,0,0,0,0,0,0
"72",0.125319423652132,"2",250,0,0,0,0,0,0
"73",4.72419204903637,"2",0,1,0,0,0,0,0
"74",1.75994491503625,"2",0,5,0,0,0,0,0
"75",1.01820591273073,"2",0,10,0,0,0,0,0
"76",0.42842874405672,"2",0,25,0,0,0,0,0
"77",0.221226667874213,"2",0,50,0,0,0,0,0
