"","biomass","target","sp.1","sp.2","sp.3","sp.4","sp.5","sp.6","sp.7"
"1",1.91840028797574,"1",1,0,0,0,0,0,0
"2",0.647369689597269,"1",5,0,0,0,0,0,0
"3",0.36078338516129,"1",10,0,0,0,0,0,0
"4",0.151980428612307,"1",25,0,0,0,0,0,0
"5",0.0784341651174269,"1",50,0,0,0,0,0,0
"6",0.0519984875026146,"1",75,0,0,0,0,0,0
"7",0.039764866802001,"1",100,0,0,0,0,0,0
"8",0.0224819446118516,"1",175,0,0,0,0,0,0
"9",0.0158343071260732,"1",250,0,0,0,0,0,0
"10",1.9409937855556,"1",0,1,0,0,0,0,0
"11",0.654102464925166,"1",0,5,0,0,0,0,0
"12",0.349097454575675,"1",0,10,0,0,0,0,0
"13",0.146732354336248,"1",0,25,0,0,0,0,0
"14",0.0754296936709522,"1",0,50,0,0,0,0,0
"15",0.0503399308008824,"1",0,75,0,0,0,0,0
"16",0.0386194806170865,"1",0,100,0,0,0,0,0
"17",0.0220303311084405,"1",0,175,0,0,0,0,0
"18",0.0155507056992399,"1",0,250,0,0,0,0,0
"19",2.77542261312725,"1",0,0,1,0,0,0,0
"20",1.37230642491553,"1",0,0,5,0,0,0,0
"21",0.857290636874319,"1",0,0,10,0,0,0,0
"22",0.393888761494006,"1",0,0,25,0,0,0,0
"23",0.209746950718547,"1",0,0,50,0,0,0,0
"24",0.139520872527975,"1",0,0,75,0,0,0,0
"25",0.106227356303339,"1",0,0,100,0,0,0,0
"26",0.061426016460735,"1",0,0,175,0,0,0,0
"27",0.0427731942505111,"1",0,0,250,0,0,0,0
"28",2.01762612515206,"1",0,0,0,1,0,0,0
"29",0.692177172818403,"1",0,0,0,5,0,0,0
"30",0.385291056504644,"1",0,0,0,10,0,0,0
"31",0.165433258626351,"1",0,0,0,25,0,0,0
"32",0.0852685751542183,"1",0,0,0,50,0,0,0
"33",0.0561670380613469,"1",0,0,0,75,0,0,0
"34",0.0433756723524421,"1",0,0,0,100,0,0,0
"35",0.0245219311001055,"1",0,0,0,175,0,0,0
"36",0.0172889740077503,"1",0,0,0,250,0,0,0
"37",2.32758916120767,"1",0,0,0,0,1,0,0
"38",0.94593341011113,"1",0,0,0,0,5,0,0
"39",0.538346324481978,"1",0,0,0,0,10,0,0
"40",0.241742561459757,"1",0,0,0,0,25,0,0
"41",0.121673918045703,"1",0,0,0,0,50,0,0
"42",0.083329014803188,"1",0,0,0,0,75,0,0
"43",0.0639799711411054,"1",0,0,0,0,100,0,0
"44",0.0360468561633164,"1",0,0,0,0,175,0,0
"45",0.0252399610962212,"1",0,0,0,0,250,0,0
"46",2.44019832620467,"1",0,0,0,0,0,1,0
"47",0.998626670841248,"1",0,0,0,0,0,5,0
"48",0.586788918638557,"1",0,0,0,0,0,10,0
"49",0.257289147057342,"1",0,0,0,0,0,25,0
"50",0.13201912542868,"1",0,0,0,0,0,50,0
"51",0.0881558613783447,"1",0,0,0,0,0,75,0
"52",0.0668727908663671,"1",0,0,0,0,0,100,0
"53",0.0387596236679311,"1",0,0,0,0,0,175,0
"54",0.0268911744782004,"1",0,0,0,0,0,250,0
"55",2.53948729662242,"1",0,0,0,0,0,0,1
"56",1.14194928485462,"1",0,0,0,0,0,0,5
"57",0.675271986920071,"1",0,0,0,0,0,0,10
"58",0.30028599280263,"1",0,0,0,0,0,0,25
"59",0.157306203121652,"1",0,0,0,0,0,0,50
"60",0.107338100685945,"1",0,0,0,0,0,0,75
"61",0.0784908340494144,"1",0,0,0,0,0,0,100
"62",0.0465937962556818,"1",0,0,0,0,0,0,175
"63",0.0324729446480056,"1",0,0,0,0,0,0,250
"64",9.07541492113893,"2",1,0,0,0,0,0,0
"65",7.98153846055012,"2",5,0,0,0,0,0,0
"66",7.01510377341281,"2",10,0,0,0,0,0,0
"67",5.00338438615573,"2",25,0,0,0,0,0,0
"68",3.30228251550214,"2",50,0,0,0,0,0,0
"69",2.53492173935623,"2",75,0,0,0,0,0,0
"70",2.03863738901994,"2",100,0,0,0,0,0,0
"71",1.27507681343894,"2",175,0,0,0,0,0,0
"72",0.921354739858354,"2",250,0,0,0,0,0,0
"73",5.12702257574171,"2",0,1,0,0,0,0,0
"74",1.80516079867907,"2",0,5,0,0,0,0,0
"75",1.01530832243067,"2",0,10,0,0,0,0,0
"76",0.4380827783467,"2",0,25,0,0,0,0,0
"77",0.221711195345606,"2",0,50,0,0,0,0,0
"78",0.147259451263348,"2",0,75,0,0,0,0,0
"79",0.112374270929357,"2",0,100,0,0,0,0,0
"80",0.0635766225790324,"2",0,175,0,0,0,0,0
"81",0.0452690331351892,"2",0,250,0,0,0,0,0
"82",6.0454022482548,"2",0,0,1,0,0,0,0
"83",2.59911578437964,"2",0,0,5,0,0,0,0
"84",1.50540629915314,"2",0,0,10,0,0,0,0
"85",0.666990047403436,"2",0,0,25,0,0,0,0
"86",0.34270495262447,"2",0,0,50,0,0,0,0
"87",0.231295001531369,"2",0,0,75,0,0,0,0
"88",0.174624581036462,"2",0,0,100,0,0,0,0
"89",0.0972808312512661,"2",0,0,175,0,0,0,0
"90",0.0705172390851637,"2",0,0,250,0,0,0,0
"91",7.85797825510374,"2",0,0,0,1,0,0,0
"92",4.86256815368079,"2",0,0,0,5,0,0,0
"93",3.27107581876524,"2",0,0,0,10,0,0,0
"94",1.64715843144281,"2",0,0,0,25,0,0,0
"95",0.932373400684383,"2",0,0,0,50,0,0,0
"96",0.636706164083554,"2",0,0,0,75,0,0,0
"97",0.481985191511978,"2",0,0,0,100,0,0,0
"98",0.279534167376489,"2",0,0,0,175,0,0,0
"99",0.198467833562974,"2",0,0,0,250,0,0,0
"100",6.66719298358223,"2",0,0,0,0,1,0,0
"101",3.16059055524692,"2",0,0,0,0,5,0,0
"102",1.93093565820066,"2",0,0,0,0,10,0,0
"103",0.875740383445706,"2",0,0,0,0,25,0,0
"104",0.461994534616963,"2",0,0,0,0,50,0,0
"105",0.314748123213687,"2",0,0,0,0,75,0,0
"106",0.238673933387982,"2",0,0,0,0,100,0,0
"107",0.136548880273801,"2",0,0,0,0,175,0,0
"108",0.0962227778260368,"2",0,0,0,0,250,0,0
"109",6.15249721226408,"2",0,0,0,0,0,1,0
"110",2.69829947307506,"2",0,0,0,0,0,5,0
"111",1.56160686362366,"2",0,0,0,0,0,10,0
"112",0.672402802927906,"2",0,0,0,0,0,25,0
"113",0.354831412861633,"2",0,0,0,0,0,50,0
"114",0.238368306599159,"2",0,0,0,0,0,75,0
"115",0.184319062587196,"2",0,0,0,0,0,100,0
"116",0.102707502415588,"2",0,0,0,0,0,175,0
"117",0.0726965735604191,"2",0,0,0,0,0,250,0
"118",8.62808955523642,"2",0,0,0,0,0,0,1
"119",6.78968841963472,"2",0,0,0,0,0,0,5
"120",5.31624324755963,"2",0,0,0,0,0,0,10
"121",3.28687498868711,"2",0,0,0,0,0,0,25
"122",1.9791978198037,"2",0,0,0,0,0,0,50
"123",1.42812310803042,"2",0,0,0,0,0,0,75
"124",1.13647397388352,"2",0,0,0,0,0,0,100
"125",0.672986005113609,"2",0,0,0,0,0,0,175
"126",0.478053480129295,"2",0,0,0,0,0,0,250
"127",5.24771784131026,"3",1,0,0,0,0,0,0
"128",2.49141676557061,"3",5,0,0,0,0,0,0
"129",1.44407116415095,"3",10,0,0,0,0,0,0
"130",0.671763346887372,"3",25,0,0,0,0,0,0
"131",0.340792850381265,"3",50,0,0,0,0,0,0
