"","biomass","target","sp.1","sp.2","sp.3","sp.4","sp.5","sp.6","sp.7"
"1",4.75579032614373,"1",1,0,0,0,0,0,0
"2",1.94714279892814,"1",5,0,0,0,0,0,0
"3",1.14002867428595,"1",10,0,0,0,0,0,0
"4",0.50702054270393,"1",25,0,0,0,0,0,0
"5",0.257773690036083,"1",50,0,0,0,0,0,0
"6",0.174337545492216,"1",75,0,0,0,0,0,0
"7",0.129475175836905,"1",100,0,0,0,0,0,0
"8",0.0755791404409491,"1",175,0,0,0,0,0,0
"9",0.0535657716327452,"1",250,0,0,0,0,0,0
"10",4.55101602531214,"1",0,1,0,0,0,0,0
"11",1.7948659653013,"1",0,5,0,0,0,0,0
"12",1.05684743078479,"1",0,10,0,0,0,0,0
"13",0.463082096507534,"1",0,25,0,0,0,0,0
"14",0.233562185311843,"1",0,50,0,0,0,0,0
"15",0.156351339651551,"1",0,75,0,0,0,0,0
"16",0.120395828418038,"1",0,100,0,0,0,0,0
"17",0.0686690641920292,"1",0,175,0,0,0,0,0
"18",0.0489301371318805,"1",0,250,0,0,0,0,0
"19",5.04779326457875,"1",0,0,1,0,0,0,0
"20",2.23849643766497,"1",0,0,5,0,0,0,0
"21",1.3050576451074,"1",0,0,10,0,0,0,0
"22",0.589189146830891,"1",0,0,25,0,0,0,0
"23",0.314392892569466,"1",0,0,50,0,0,0,0
"24",0.208364132886858,"1",0,0,75,0,0,0,0
"25",0.159682018191033,"1",0,0,100,0,0,0,0
"26",0.0914712809967779,"1",0,0,175,0,0,0,0
"27",0.0634998473963629,"1",0,0,250,0,0,0,0
"28",3.70586149647189,"1",0,0,0,1,0,0,0
"29",1.27324539883135,"1",0,0,0,5,0,0,0
"30",0.698700160925135,"1",0,0,0,10,0,0,0
"31",0.294194155903483,"1",0,0,0,25,0,0,0
"32",0.153499133451304,"1",0,0,0,50,0,0,0
"33",0.102553028431264,"1",0,0,0,75,0,0,0
"34",0.0767489201061782,"1",0,0,0,100,0,0,0
"35",0.043402229768938,"1",0,0,0,175,0,0,0
"36",0.0312926414581419,"1",0,0,0,250,0,0,0
"37",6.17234850826326,"1",0,0,0,0,1,0,0
"38",3.79274117773345,"1",0,0,0,0,5,0,0
"39",2.52445323495786,"1",0,0,0,0,10,0,0
"40",1.29970053196797,"1",0,0,0,0,25,0,0
"41",0.696993415069851,"1",0,0,0,0,50,0,0
"42",0.488429831643502,"1",0,0,0,0,75,0,0
"43",0.37365884947042,"1",0,0,0,0,100,0,0
"44",0.223641562069206,"1",0,0,0,0,175,0,0
"45",0.158745078236066,"1",0,0,0,0,250,0,0
"46",5.79721507976891,"1",0,0,0,0,0,1,0
"47",3.55705784072523,"1",0,0,0,0,0,5,0
"48",2.3697473123701,"1",0,0,0,0,0,10,0
"49",1.15525449379349,"1",0,0,0,0,0,25,0
"50",0.631621682253879,"1",0,0,0,0,0,50,0
"51",0.435260946220189,"1",0,0,0,0,0,75,0
"52",0.336262409454845,"1",0,0,0,0,0,100,0
"53",0.19048842325863,"1",0,0,0,0,0,175,0
"54",0.132445418102094,"1",0,0,0,0,0,250,0
"55",4.72594875987278,"1",0,0,0,0,0,0,1
"56",1.92360035637698,"1",0,0,0,0,0,0,5
"57",1.118579010283,"1",0,0,0,0,0,0,10
"58",0.497059618257001,"1",0,0,0,0,0,0,25
"59",0.254778432308338,"1",0,0,0,0,0,0,50
"60",0.173433383313929,"1",0,0,0,0,0,0,75
